SalesOrderLineKey,ResellerKey,CustomerKey,ProductKey,OrderDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Unit Price Discount Pct,Product Standard Cost,
44299001,203,-1,326,20170925,4,1,419.4589,0,413.1463,
44299005,203,-1,338,20170925,4,1,419.4589,0,413.1463,
44299006,203,-1,342,20170925,4,1,419.4589,0,413.1463,
44299011,203,-1,324,20170925,4,1,419.4589,0,413.1463,
44299014,203,-1,332,20170925,4,1,419.4589,0,413.1463,
44299018,203,-1,322,20170925,4,1,419.4589,0,413.1463,
44299019,203,-1,336,20170925,4,1,419.4589,0,413.1463,
44299022,203,-1,320,20170925,4,1,419.4589,0,413.1463,
44301003,491,-1,324,20170925,4,1,419.4589,0,413.1463,
44301007,491,-1,320,20170925,4,1,419.4589,0,413.1463,
44301008,491,-1,330,20170925,4,1,419.4589,0,413.1463,
44301010,491,-1,334,20170925,4,1,419.4589,0,413.1463,
44301015,491,-1,342,20170925,4,1,419.4589,0,413.1463,
44301018,491,-1,322,20170925,4,1,419.4589,0,413.1463,
44301026,491,-1,340,20170925,4,1,419.4589,0,413.1463,
44314019,166,-1,340,20170928,4,1,419.4589,0,413.1463,
44317017,221,-1,332,20170929,4,1,419.4589,0,413.1463,
44500001,259,-1,328,20171106,4,1,419.4589,0,413.1463,
44508001,471,-1,324,20171108,4,1,419.4589,0,413.1463,
44508003,471,-1,332,20171108,4,1,419.4589,0,413.1463,
44509013,328,-1,336,20171108,4,1,419.4589,0,413.1463,
44509023,328,-1,338,20171108,4,1,419.4589,0,413.1463,
44520025,78,-1,338,20171110,4,1,419.4589,0,413.1463,
44520027,78,-1,320,20171110,4,1,419.4589,0,413.1463,
44521001,240,-1,320,20171110,4,1,419.4589,0,413.1463,
44521012,240,-1,334,20171110,4,1,419.4589,0,413.1463,
44521022,240,-1,326,20171110,4,1,419.4589,0,413.1463,
44538006,167,-1,332,20171113,4,1,419.4589,0,413.1463,
44538018,167,-1,324,20171113,4,1,419.4589,0,413.1463,
44538034,167,-1,338,20171113,4,1,419.4589,0,413.1463,
44545001,256,-1,328,20171114,4,1,419.4589,0,413.1463,
44548001,528,-1,332,20171115,4,1,419.4589,0,413.1463,
44557010,255,-1,342,20171116,4,1,419.4589,0,413.1463,
44557011,255,-1,330,20171116,4,1,419.4589,0,413.1463,
44557013,255,-1,334,20171116,4,1,419.4589,0,413.1463,
44557014,255,-1,340,20171116,4,1,419.4589,0,413.1463,
44557021,255,-1,332,20171116,4,1,419.4589,0,413.1463,
44564004,403,-1,326,20171118,4,1,419.4589,0,413.1463,
44564006,403,-1,336,20171118,4,1,419.4589,0,413.1463,
44564007,403,-1,334,20171118,4,1,419.4589,0,413.1463,
44564017,403,-1,328,20171118,4,1,419.4589,0,413.1463,
44564024,403,-1,332,20171118,4,1,419.4589,0,413.1463,
44752002,114,-1,332,20171121,4,1,419.4589,0,413.1463,
44753002,96,-1,340,20171122,4,1,419.4589,0,413.1463,
44755001,273,-1,322,20171122,4,1,419.4589,0,413.1463,
44755007,273,-1,320,20171122,4,1,419.4589,0,413.1463,
44755017,273,-1,342,20171122,4,1,419.4589,0,413.1463,
44755020,273,-1,328,20171122,4,1,419.4589,0,413.1463,
44768001,647,-1,338,20171124,4,1,419.4589,0,413.1463,
44768004,647,-1,336,20171124,4,1,419.4589,0,413.1463,
44770002,365,-1,326,20171125,4,1,419.4589,0,413.1463,
44770007,365,-1,332,20171125,4,1,419.4589,0,413.1463,
44781002,674,-1,342,20171126,4,1,419.4589,0,413.1463,
43677004,679,-1,342,20170718,6,1,419.4589,0,413.1463,
43677008,679,-1,328,20170718,6,1,419.4589,0,413.1463,
43679001,480,-1,322,20170718,6,1,419.4589,0,413.1463,
43850001,191,-1,332,20170803,6,1,419.4589,0,413.1463,
43850003,191,-1,324,20170803,6,1,419.4589,0,413.1463,
43855008,102,-1,334,20170805,6,1,419.4589,0,413.1463,
43857001,533,-1,322,20170807,6,1,419.4589,0,413.1463,
43857002,533,-1,332,20170807,6,1,419.4589,0,413.1463,
43857012,533,-1,328,20170807,6,1,419.4589,0,413.1463,
43879016,569,-1,338,20170816,6,1,419.4589,0,413.1463,
43880005,336,-1,334,20170816,6,1,419.4589,0,413.1463,
43880012,336,-1,330,20170816,6,1,419.4589,0,413.1463,
43880013,336,-1,338,20170816,6,1,419.4589,0,413.1463,
43886002,317,-1,328,20170818,6,1,419.4589,0,413.1463,
43886004,317,-1,338,20170818,6,1,419.4589,0,413.1463,
43886018,317,-1,334,20170818,6,1,419.4589,0,413.1463,
43888001,136,-1,330,20170818,6,1,419.4589,0,413.1463,
43888005,136,-1,338,20170818,6,1,419.4589,0,413.1463,
43893001,370,-1,342,20170820,6,1,419.4589,0,413.1463,
44083004,631,-1,342,20170904,6,1,419.4589,0,413.1463,
44085001,155,-1,326,20170905,6,1,419.4589,0,413.1463,
44085015,155,-1,334,20170905,6,1,419.4589,0,413.1463,
44085019,155,-1,338,20170905,6,1,419.4589,0,413.1463,
44085020,155,-1,342,20170905,6,1,419.4589,0,413.1463,
44111009,460,-1,334,20170911,6,1,419.4589,0,413.1463,
44283013,227,-1,336,20170919,6,1,419.4589,0,413.1463,
44283025,227,-1,334,20170919,6,1,419.4589,0,413.1463,
44288002,514,-1,340,20170922,6,1,419.4589,0,413.1463,
44288007,514,-1,336,20170922,6,1,419.4589,0,413.1463,
44295001,83,-1,342,20170923,6,1,419.4589,0,413.1463,
44298004,679,-1,334,20170925,6,1,419.4589,0,413.1463,
44298005,679,-1,336,20170925,6,1,419.4589,0,413.1463,
44298007,679,-1,324,20170925,6,1,419.4589,0,413.1463,
44298011,679,-1,328,20170925,6,1,419.4589,0,413.1463,
44298017,679,-1,326,20170925,6,1,419.4589,0,413.1463,
44298018,679,-1,342,20170925,6,1,419.4589,0,413.1463,
44300003,480,-1,322,20170925,6,1,419.4589,0,413.1463,
44300005,480,-1,326,20170925,6,1,419.4589,0,413.1463,
44300006,480,-1,328,20170925,6,1,419.4589,0,413.1463,
44300009,480,-1,324,20170925,6,1,419.4589,0,413.1463,
44486001,318,-1,340,20171103,6,1,419.4589,0,413.1463,
44490001,210,-1,322,20171103,6,1,419.4589,0,413.1463,
44490004,210,-1,326,20171103,6,1,419.4589,0,413.1463,
44496001,191,-1,332,20171106,6,1,419.4589,0,413.1463,
44496005,191,-1,328,20171106,6,1,419.4589,0,413.1463,
44496007,191,-1,340,20171106,6,1,419.4589,0,413.1463,
44496009,191,-1,324,20171106,6,1,419.4589,0,413.1463,
44498008,102,-1,338,20171106,6,1,419.4589,0,413.1463,
44504007,533,-1,320,20171107,6,1,419.4589,0,413.1463,
44504014,533,-1,328,20171107,6,1,419.4589,0,413.1463,
44512001,478,-1,338,20171108,6,1,419.4589,0,413.1463,
44525001,569,-1,330,20171110,6,1,419.4589,0,413.1463,
44526001,336,-1,338,20171111,6,1,419.4589,0,413.1463,
44526012,336,-1,334,20171111,6,1,419.4589,0,413.1463,
44529001,534,-1,326,20171111,6,1,419.4589,0,413.1463,
44533001,317,-1,338,20171112,6,1,419.4589,0,413.1463,
44744005,173,-1,338,20171120,6,1,419.4589,0,413.1463,
44744007,173,-1,330,20171120,6,1,419.4589,0,413.1463,
44744011,173,-1,340,20171120,6,1,419.4589,0,413.1463,
44744016,173,-1,342,20171120,6,1,419.4589,0,413.1463,
44744021,173,-1,334,20171120,6,1,419.4589,0,413.1463,
44747001,631,-1,324,20171121,6,1,419.4589,0,413.1463,
44747007,631,-1,322,20171121,6,1,419.4589,0,413.1463,
44749001,155,-1,334,20171121,6,1,419.4589,0,413.1463,
44749003,155,-1,340,20171121,6,1,419.4589,0,413.1463,
44749029,155,-1,320,20171121,6,1,419.4589,0,413.1463,
44765003,156,-1,328,20171124,6,1,419.4589,0,413.1463,
44765004,156,-1,326,20171124,6,1,419.4589,0,413.1463,
44765009,156,-1,324,20171124,6,1,419.4589,0,413.1463,
44773004,460,-1,330,20171125,6,1,419.4589,0,413.1463,
44773006,460,-1,338,20171125,6,1,419.4589,0,413.1463,
43673005,618,-1,326,20170716,2,1,419.4589,0,413.1463,
43682002,486,-1,326,20170719,2,1,419.4589,0,413.1463,
43687001,269,-1,338,20170724,2,1,419.4589,0,413.1463,
43688005,161,-1,328,20170725,2,1,419.4589,0,413.1463,
43688010,161,-1,342,20170725,2,1,419.4589,0,413.1463,
43851002,558,-1,322,20170804,2,1,419.4589,0,413.1463,
43851010,558,-1,332,20170804,2,1,419.4589,0,413.1463,
43858004,36,-1,332,20170807,2,1,419.4589,0,413.1463,
43858011,36,-1,334,20170807,2,1,419.4589,0,413.1463,
43883004,684,-1,338,20170817,2,1,419.4589,0,413.1463,
43907005,342,-1,332,20170827,2,1,419.4589,0,413.1463,
44074001,216,-1,326,20170901,2,1,419.4589,0,413.1463,
44074003,216,-1,342,20170901,2,1,419.4589,0,413.1463,
44114011,575,-1,330,20170912,2,1,419.4589,0,413.1463,
44117001,143,-1,342,20170912,2,1,419.4589,0,413.1463,
44117003,143,-1,338,20170912,2,1,419.4589,0,413.1463,
44117007,143,-1,330,20170912,2,1,419.4589,0,413.1463,
44117010,143,-1,324,20170912,2,1,419.4589,0,413.1463,
44117012,143,-1,326,20170912,2,1,419.4589,0,413.1463,
44117014,143,-1,334,20170912,2,1,419.4589,0,413.1463,
44117016,143,-1,328,20170912,2,1,419.4589,0,413.1463,
44293001,618,-1,340,20170923,2,1,419.4589,0,413.1463,
44293002,618,-1,320,20170923,2,1,419.4589,0,413.1463,
44293007,618,-1,324,20170923,2,1,419.4589,0,413.1463,
44293014,618,-1,326,20170923,2,1,419.4589,0,413.1463,
44293015,618,-1,330,20170923,2,1,419.4589,0,413.1463,
44307001,486,-1,342,20170926,2,1,419.4589,0,413.1463,
44307003,486,-1,324,20170926,2,1,419.4589,0,413.1463,
44311003,269,-1,330,20170927,2,1,419.4589,0,413.1463,
44313009,161,-1,340,20170928,2,1,419.4589,0,413.1463,
44313010,161,-1,322,20170928,2,1,419.4589,0,413.1463,
44313020,161,-1,342,20170928,2,1,419.4589,0,413.1463,
44313021,161,-1,338,20170928,2,1,419.4589,0,413.1463,
44313022,161,-1,326,20170928,2,1,419.4589,0,413.1463,
44491001,162,-1,328,20171103,2,1,419.4589,0,413.1463,
44491002,162,-1,322,20171103,2,1,419.4589,0,413.1463,
44494011,558,-1,322,20171105,2,1,419.4589,0,413.1463,
44494016,558,-1,326,20171105,2,1,419.4589,0,413.1463,
44494024,558,-1,338,20171105,2,1,419.4589,0,413.1463,
44494025,558,-1,342,20171105,2,1,419.4589,0,413.1463,
44502008,36,-1,334,20171107,2,1,419.4589,0,413.1463,
44515007,107,-1,342,20171109,2,1,419.4589,0,413.1463,
44522005,270,-1,322,20171110,2,1,419.4589,0,413.1463,
44522006,270,-1,340,20171110,2,1,419.4589,0,413.1463,
44522009,270,-1,324,20171110,2,1,419.4589,0,413.1463,
44522011,270,-1,326,20171110,2,1,419.4589,0,413.1463,
44522013,270,-1,334,20171110,2,1,419.4589,0,413.1463,
44522021,270,-1,332,20171110,2,1,419.4589,0,413.1463,
44531007,684,-1,330,20171111,2,1,419.4589,0,413.1463,
44531015,684,-1,340,20171111,2,1,419.4589,0,413.1463,
44531020,684,-1,338,20171111,2,1,419.4589,0,413.1463,
44559015,342,-1,338,20171117,2,1,419.4589,0,413.1463,
44559018,342,-1,334,20171117,2,1,419.4589,0,413.1463,
44740005,216,-1,342,20171119,2,1,419.4589,0,413.1463,
44778017,575,-1,334,20171126,2,1,419.4589,0,413.1463,
44782001,143,-1,334,20171126,2,1,419.4589,0,413.1463,
44782002,143,-1,338,20171126,2,1,419.4589,0,413.1463,
44782003,143,-1,330,20171126,2,1,419.4589,0,413.1463,
44782008,143,-1,322,20171126,2,1,419.4589,0,413.1463,
44782015,143,-1,324,20171126,2,1,419.4589,0,413.1463,
44784001,126,-1,326,20171126,2,1,419.4589,0,413.1463,
44784002,126,-1,342,20171126,2,1,419.4589,0,413.1463,
44789002,503,-1,322,20171128,2,1,419.4589,0,413.1463,
44797007,54,-1,338,20171129,2,1,419.4589,0,413.1463,
44797027,54,-1,334,20171129,2,1,419.4589,0,413.1463,
43686002,344,-1,326,20170724,1,1,419.4589,0,413.1463,
43686003,344,-1,342,20170724,1,1,419.4589,0,413.1463,
43860002,1,-1,342,20170807,1,1,419.4589,0,413.1463,
43860006,1,-1,326,20170807,1,1,419.4589,0,413.1463,
43860008,1,-1,338,20170807,1,1,419.4589,0,413.1463,
43860011,1,-1,328,20170807,1,1,419.4589,0,413.1463,
43911013,433,-1,332,20170829,1,1,419.4589,0,413.1463,
43917009,218,-1,324,20170831,1,1,419.4589,0,413.1463,
44109003,91,-1,324,20170911,1,1,419.4589,0,413.1463,
44312001,344,-1,342,20170927,1,1,419.4589,0,413.1463,
44312002,344,-1,322,20170927,1,1,419.4589,0,413.1463,
44312003,344,-1,326,20170927,1,1,419.4589,0,413.1463,
44483001,271,-1,322,20171102,1,1,419.4589,0,413.1463,
44501001,1,-1,324,20171107,1,1,419.4589,0,413.1463,
44501003,1,-1,342,20171107,1,1,419.4589,0,413.1463,
44501004,1,-1,326,20171107,1,1,419.4589,0,413.1463,
44516001,74,-1,332,20171109,1,1,419.4589,0,413.1463,
44563024,433,-1,340,20171118,1,1,419.4589,0,413.1463,
44563025,433,-1,338,20171118,1,1,419.4589,0,413.1463,
44570004,218,-1,324,20171119,1,1,419.4589,0,413.1463,
44570005,218,-1,340,20171119,1,1,419.4589,0,413.1463,
44570017,218,-1,334,20171119,1,1,419.4589,0,413.1463,
44771003,91,-1,328,20171125,1,1,419.4589,0,413.1463,
44771026,91,-1,322,20171125,1,1,419.4589,0,413.1463,
43660001,117,-1,326,20170705,5,1,419.4589,0,413.1463,
43681010,423,-1,338,20170719,5,1,419.4589,0,413.1463,
43684003,549,-1,322,20170722,5,1,419.4589,0,413.1463,
43684005,549,-1,342,20170722,5,1,419.4589,0,413.1463,
43684006,549,-1,328,20170722,5,1,419.4589,0,413.1463,
43685002,458,-1,328,20170723,5,1,419.4589,0,413.1463,
43696001,603,-1,326,20170731,5,1,419.4589,0,413.1463,
43887001,548,-1,332,20170818,5,1,419.4589,0,413.1463,
43905004,612,-1,328,20170826,5,1,419.4589,0,413.1463,
43905005,612,-1,332,20170826,5,1,419.4589,0,413.1463,
43905007,612,-1,326,20170826,5,1,419.4589,0,413.1463,
43910010,45,-1,334,20170829,5,1,419.4589,0,413.1463,
43910011,45,-1,338,20170829,5,1,419.4589,0,413.1463,
44102002,386,-1,326,20170909,5,1,419.4589,0,413.1463,
44102004,386,-1,342,20170909,5,1,419.4589,0,413.1463,
44106001,116,-1,328,20170910,5,1,419.4589,0,413.1463,
44133003,170,-1,330,20170918,5,1,419.4589,0,413.1463,
44133006,170,-1,338,20170918,5,1,419.4589,0,413.1463,
44133016,170,-1,332,20170918,5,1,419.4589,0,413.1463,
44306012,423,-1,334,20170926,5,1,419.4589,0,413.1463,
44306015,423,-1,330,20170926,5,1,419.4589,0,413.1463,
44309001,549,-1,326,20170927,5,1,419.4589,0,413.1463,
44309003,549,-1,342,20170927,5,1,419.4589,0,413.1463,
44309008,549,-1,330,20170927,5,1,419.4589,0,413.1463,
44309010,549,-1,320,20170927,5,1,419.4589,0,413.1463,
44309016,549,-1,324,20170927,5,1,419.4589,0,413.1463,
44506006,584,-1,336,20171107,5,1,419.4589,0,413.1463,
44555006,612,-1,340,20171115,5,1,419.4589,0,413.1463,
44555014,612,-1,324,20171115,5,1,419.4589,0,413.1463,
44555015,612,-1,338,20171115,5,1,419.4589,0,413.1463,
44555017,612,-1,320,20171115,5,1,419.4589,0,413.1463,
44555021,612,-1,336,20171115,5,1,419.4589,0,413.1463,
44562006,45,-1,334,20171118,5,1,419.4589,0,413.1463,
44565001,495,-1,342,20171118,5,1,419.4589,0,413.1463,
44764002,386,-1,324,20171124,5,1,419.4589,0,413.1463,
44775003,525,-1,322,20171125,5,1,419.4589,0,413.1463,
44801015,170,-1,332,20171130,5,1,419.4589,0,413.1463,
44801019,170,-1,326,20171130,5,1,419.4589,0,413.1463,
43845003,206,-1,342,20170801,5,1,419.4589,0,413.1463,
44488001,206,-1,340,20171103,5,1,419.4589,0,413.1463,
44488002,206,-1,338,20171103,5,1,419.4589,0,413.1463,
44488017,206,-1,336,20171103,5,1,419.4589,0,413.1463,
44488020,206,-1,320,20171103,5,1,419.4589,0,413.1463,
44488022,206,-1,332,20171103,5,1,419.4589,0,413.1463,
43690002,431,-1,342,20170726,3,1,419.4589,0,413.1463,
43871002,527,-1,324,20170811,3,1,419.4589,0,413.1463,
43871007,527,-1,326,20170811,3,1,419.4589,0,413.1463,
43874001,22,-1,328,20170813,3,1,419.4589,0,413.1463,
43899002,364,-1,324,20170823,3,1,419.4589,0,413.1463,
43899005,364,-1,322,20170823,3,1,419.4589,0,413.1463,
43899011,364,-1,326,20170823,3,1,419.4589,0,413.1463,
44097002,418,-1,322,20170908,3,1,419.4589,0,413.1463,
44097007,418,-1,324,20170908,3,1,419.4589,0,413.1463,
44097008,418,-1,342,20170908,3,1,419.4589,0,413.1463,
44110014,579,-1,338,20170911,3,1,419.4589,0,413.1463,
44118001,222,-1,326,20170912,3,1,419.4589,0,413.1463,
44292003,643,-1,332,20170922,3,1,419.4589,0,413.1463,
44296003,670,-1,328,20170923,3,1,419.4589,0,413.1463,
44296020,670,-1,326,20170923,3,1,419.4589,0,413.1463,
44296022,670,-1,332,20170923,3,1,419.4589,0,413.1463,
44296024,670,-1,336,20170923,3,1,419.4589,0,413.1463,
44296025,670,-1,330,20170923,3,1,419.4589,0,413.1463,
44316004,431,-1,324,20170929,3,1,419.4589,0,413.1463,
44316006,431,-1,332,20170929,3,1,419.4589,0,413.1463,
44482001,129,-1,324,20171101,3,1,419.4589,0,413.1463,
44503001,198,-1,322,20171107,3,1,419.4589,0,413.1463,
44517005,527,-1,330,20171109,3,1,419.4589,0,413.1463,
44517008,527,-1,336,20171109,3,1,419.4589,0,413.1463,
44517009,527,-1,328,20171109,3,1,419.4589,0,413.1463,
44517019,527,-1,338,20171109,3,1,419.4589,0,413.1463,
44517021,527,-1,322,20171109,3,1,419.4589,0,413.1463,
44550001,364,-1,328,20171115,3,1,419.4589,0,413.1463,
44550004,364,-1,324,20171115,3,1,419.4589,0,413.1463,
44550007,364,-1,322,20171115,3,1,419.4589,0,413.1463,
44550017,364,-1,320,20171115,3,1,419.4589,0,413.1463,
44550021,364,-1,332,20171115,3,1,419.4589,0,413.1463,
44758003,418,-1,322,20171123,3,1,419.4589,0,413.1463,
44758006,418,-1,332,20171123,3,1,419.4589,0,413.1463,
44758016,418,-1,324,20171123,3,1,419.4589,0,413.1463,
44758025,418,-1,330,20171123,3,1,419.4589,0,413.1463,
44772010,579,-1,320,20171125,3,1,419.4589,0,413.1463,
44772024,579,-1,340,20171125,3,1,419.4589,0,413.1463,
44780001,222,-1,340,20171126,3,1,419.4589,0,413.1463,
44780004,222,-1,322,20171126,3,1,419.4589,0,413.1463,
44780011,222,-1,328,20171126,3,1,419.4589,0,413.1463,
44780017,222,-1,330,20171126,3,1,419.4589,0,413.1463,
44780019,222,-1,336,20171126,3,1,419.4589,0,413.1463,
44793003,238,-1,332,20171128,3,1,419.4589,0,413.1463,
43667002,646,-1,346,20170710,3,1,2039.994,0,1912.1544,
43667003,646,-1,351,20170710,3,1,2024.994,0,1898.0944,
43667004,646,-1,348,20170710,3,1,2024.994,0,1898.0944,
43670001,504,-1,219,20170712,3,1,5.7,0,3.3963,
43670004,504,-1,349,20170712,3,1,2024.994,0,1898.0944,
43675004,670,-1,215,20170717,3,1,20.1865,0,12.0278,
43675008,670,-1,315,20170717,3,1,874.794,0,884.7083,
43690001,431,-1,232,20170726,3,1,28.8404,0,31.7244,
43843006,18,-1,292,20170801,3,1,818.7,0,706.811,
43843007,18,-1,300,20170801,3,1,809.76,0,699.0928,
43871001,527,-1,223,20170811,3,1,5.1865,0,5.7052,
43871005,527,-1,319,20170811,3,1,874.794,0,884.7083,
43871006,527,-1,262,20170811,3,1,183.9382,0,181.4857,
43871010,527,-1,314,20170811,3,1,2146.962,0,2171.2942,
43884012,623,-1,307,20170817,3,1,722.5949,0,623.8403,
43884021,623,-1,293,20170817,3,1,722.5949,0,623.8403,
43884022,623,-1,229,20170817,3,1,28.8404,0,31.7244,
43899007,364,-1,314,20170823,3,1,2146.962,0,2171.2942,
43899008,364,-1,275,20170823,3,1,356.898,0,352.1394,
43916007,348,-1,300,20170831,3,1,809.76,0,699.0928,
44076001,562,-1,344,20170902,3,1,2039.994,0,1912.1544,
44076002,562,-1,345,20170902,3,1,2039.994,0,1912.1544,
44079012,57,-1,275,20170903,3,1,356.898,0,352.1394,
44079015,57,-1,262,20170903,3,1,183.9382,0,181.4857,
44079017,57,-1,253,20170903,3,1,178.5808,0,176.1997,
44079019,57,-1,285,20170903,3,1,178.5808,0,176.1997,
44079021,57,-1,272,20170903,3,1,183.9382,0,181.4857,
44105001,453,-1,346,20170910,3,1,2039.994,0,1912.1544,
44105003,453,-1,348,20170910,3,1,2024.994,0,1898.0944,
44105004,453,-1,350,20170910,3,1,2024.994,0,1898.0944,
44287003,646,-1,349,20170921,3,1,2024.994,0,1898.0944,
44289001,504,-1,348,20170922,3,1,2024.994,0,1898.0944,
44289002,504,-1,344,20170922,3,1,2039.994,0,1912.1544,
44292001,643,-1,223,20170922,3,1,5.1865,0,5.7052,
44296001,670,-1,285,20170923,3,1,178.5808,0,176.1997,
44296005,670,-1,275,20170923,3,1,356.898,0,352.1394,
44296007,670,-1,317,20170923,3,1,874.794,0,884.7083,
44296013,670,-1,315,20170923,3,1,874.794,0,884.7083,
44296014,670,-1,313,20170923,3,1,2146.962,0,2171.2942,
44296015,670,-1,235,20170923,3,1,28.8404,0,31.7244,
44296019,670,-1,270,20170923,3,1,183.9382,0,181.4857,
44296023,670,-1,319,20170923,3,1,874.794,0,884.7083,
44296026,670,-1,318,20170923,3,1,874.794,0,884.7083,
44517007,527,-1,262,20171109,3,1,183.9382,0,181.4857,
44517010,527,-1,312,20171109,3,1,2146.962,0,2171.2942,
44517011,527,-1,310,20171109,3,1,2146.962,0,2171.2942,
44517012,527,-1,315,20171109,3,1,874.794,0,884.7083,
44517014,527,-1,220,20171109,3,1,20.1865,0,12.0278,
44517016,527,-1,319,20171109,3,1,874.794,0,884.7083,
44517017,527,-1,275,20171109,3,1,356.898,0,352.1394,
44517024,527,-1,272,20171109,3,1,183.9382,0,181.4857,
44517026,527,-1,311,20171109,3,1,2146.962,0,2171.2942,
44517027,527,-1,316,20171109,3,1,874.794,0,884.7083,
44519001,22,-1,313,20171110,3,1,2146.962,0,2171.2942,
44528004,346,-1,307,20171111,3,1,722.5949,0,623.8403,
44528006,346,-1,296,20171111,3,1,714.7043,0,617.0281,
44530010,623,-1,304,20171111,3,1,714.7043,0,617.0281,
44536001,148,-1,293,20171113,3,1,722.5949,0,623.8403,
44543001,58,-1,270,20171114,3,1,183.9382,0,181.4857,
44543002,58,-1,262,20171114,3,1,183.9382,0,181.4857,
44550005,364,-1,285,20171115,3,1,178.5808,0,176.1997,
44550006,364,-1,264,20171115,3,1,183.9382,0,181.4857,
44550010,364,-1,317,20171115,3,1,874.794,0,884.7083,
44550015,364,-1,312,20171115,3,1,2146.962,0,2171.2942,
44550018,364,-1,319,20171115,3,1,874.794,0,884.7083,
44568001,287,-1,293,20171119,3,1,722.5949,0,623.8403,
44568002,287,-1,288,20171119,3,1,722.5949,0,623.8403,
44568003,287,-1,299,20171119,3,1,809.76,0,699.0928,
44569002,348,-1,229,20171119,3,1,28.8404,0,31.7244,
44569005,348,-1,293,20171119,3,1,722.5949,0,623.8403,
44569013,348,-1,292,20171119,3,1,818.7,0,706.811,
44742001,57,-1,272,20171120,3,1,183.9382,0,181.4857,
44742022,57,-1,275,20171120,3,1,356.898,0,352.1394,
44742023,57,-1,310,20171120,3,1,2146.962,0,2171.2942,
44742024,57,-1,253,20171120,3,1,178.5808,0,176.1997,
44742025,57,-1,276,20171120,3,1,356.898,0,352.1394,
44759001,180,-1,350,20171123,3,1,2024.994,0,1898.0944,
44759002,180,-1,232,20171123,3,1,28.8404,0,31.7244,
44759003,180,-1,348,20171123,3,1,2024.994,0,1898.0944,
44759004,180,-1,347,20171123,3,1,2039.994,0,1912.1544,
44767004,453,-1,350,20171124,3,1,2024.994,0,1898.0944,
44767009,453,-1,232,20171124,3,1,28.8404,0,31.7244,
44767010,453,-1,344,20171124,3,1,2039.994,0,1912.1544,
44780003,222,-1,317,20171126,3,1,874.794,0,884.7083,
44780010,222,-1,314,20171126,3,1,2146.962,0,2171.2942,
44780015,222,-1,316,20171126,3,1,874.794,0,884.7083,
44780016,222,-1,212,20171126,3,1,20.1865,0,12.0278,
44793002,238,-1,319,20171128,3,1,874.794,0,884.7083,
44110003,579,-1,229,20170911,3,1,28.8404,0,31.7244,
